13/12/2018;00:07:30;12.77141667;0
13/12/2018;00:22:30;11.74517222;0
13/12/2018;00:37:30;11.11836111;0
13/12/2018;00:52:30;11.11701667;0
13/12/2018;01:07:30;9.003344444;0
13/12/2018;01:22:30;8.119427778;0
13/12/2018;01:37:30;8.461438889;0
13/12/2018;01:52:30;7.554827778;0
13/12/2018;02:07:30;7.918233333;0
13/12/2018;02:22:30;7.361172222;0
13/12/2018;02:37:30;6.91305;0
13/12/2018;02:52:30;7.3273;0
13/12/2018;03:07:30;6.5636;0
13/12/2018;03:22:30;7.070677778;0
13/12/2018;03:37:30;7.290827778;0
13/12/2018;03:52:30;7.00515;0
13/12/2018;04:07:30;9.734372222;0
13/12/2018;04:22:30;10.63187778;0
13/12/2018;04:37:30;10.3042;0
13/12/2018;04:52:30;12.02307778;0
13/12/2018;05:07:30;12.38446667;0
13/12/2018;05:22:30;9.573022222;0
13/12/2018;05:37:30;10.12632778;0
13/12/2018;05:52:30;10.00417778;0
13/12/2018;06:07:30;13.41092778;0
13/12/2018;06:22:30;12.68467778;0
13/12/2018;06:37:30;17.01364444;0
13/12/2018;06:52:30;22.58880556;0
13/12/2018;07:07:30;27.61628333;0
13/12/2018;07:22:30;30.53232778;0
13/12/2018;07:37:30;33.91485;0
13/12/2018;07:52:30;32.88801667;0
13/12/2018;08:07:30;30.33995;0
13/12/2018;08:22:30;31.03060556;0
13/12/2018;08:37:30;29.74332222;0
13/12/2018;08:52:30;27.7451;0
13/12/2018;09:07:30;26.7955;0
13/12/2018;09:22:30;25.12611111;0
13/12/2018;09:37:30;26.90064444;0
13/12/2018;09:52:30;23.87902778;0
13/12/2018;10:07:30;26.8731;0
13/12/2018;10:22:30;28.71915556;0
13/12/2018;10:37:30;25.62661667;0
13/12/2018;10:52:30;22.84950556;0
13/12/2018;11:07:30;28.86645556;0
13/12/2018;11:22:30;28.58953333;0
13/12/2018;11:37:30;26.48506111;0
13/12/2018;11:52:30;24.95354444;0
13/12/2018;12:07:30;22.20136667;0
13/12/2018;12:22:30;23.03760556;0
13/12/2018;12:37:30;22.87546667;0
13/12/2018;12:52:30;22.98441111;0
13/12/2018;13:07:30;22.91032778;0
13/12/2018;13:22:30;21.01638889;0
