04/07/2017;00:07:30;266.7150278;0
04/07/2017;00:22:30;268.1706111;0
04/07/2017;00:37:30;266.65025;0
04/07/2017;00:52:30;264.1289028;0
04/07/2017;01:07:30;257.9734861;0
04/07/2017;01:22:30;246.1710417;0
04/07/2017;01:37:30;232.7590694;0
04/07/2017;01:52:30;224.1561667;0
04/07/2017;02:07:30;229.1335972;0
04/07/2017;02:22:30;237.4304167;0
04/07/2017;02:37:30;226.6564167;0
04/07/2017;02:52:30;205.9382361;0
04/07/2017;03:07:30;190.1284444;0
04/07/2017;03:22:30;168.7870694;0
04/07/2017;03:37:30;143.0664167;0
04/07/2017;03:52:30;129.9557639;0
04/07/2017;04:07:30;129.8096806;0
04/07/2017;04:22:30;136.9478333;0
04/07/2017;04:37:30;147.5559722;0
04/07/2017;04:52:30;173.4627361;0
04/07/2017;05:07:30;217.3078333;0
04/07/2017;05:22:30;244.0023333;0
04/07/2017;05:37:30;250.9469583;0
04/07/2017;05:52:30;267.1677917;0
04/07/2017;06:07:30;296.6452222;0
04/07/2017;06:22:30;321.0061806;0
04/07/2017;06:37:30;329.6039028;0
04/07/2017;06:52:30;330.978875;0
04/07/2017;07:07:30;338.5844861;0
04/07/2017;07:22:30;343.9925139;0
04/07/2017;07:37:30;331.7479306;0
04/07/2017;07:52:30;319.1393194;0
04/07/2017;08:07:30;308.6303472;0
04/07/2017;08:22:30;274.5187361;0
04/07/2017;08:37:30;238.1031111;0
04/07/2017;08:52:30;230.3736944;0
04/07/2017;09:07:30;234.3085833;0
04/07/2017;09:22:30;226.8551944;0
04/07/2017;09:37:30;214.6658889;0
04/07/2017;09:52:30;218.9031111;0
04/07/2017;10:07:30;224.5995972;0
04/07/2017;10:22:30;208.5779583;0
04/07/2017;10:37:30;191.5269306;0
04/07/2017;10:52:30;189.5307639;0
04/07/2017;11:07:30;193.2014583;0
04/07/2017;11:22:30;191.459875;0
04/07/2017;11:37:30;180.943875;0
04/07/2017;11:52:30;175.5259583;0
04/07/2017;12:07:30;178.1939861;0
04/07/2017;12:22:30;181.8716806;0
04/07/2017;12:37:30;194.1719167;0
04/07/2017;12:52:30;205.2021806;0
04/07/2017;13:07:30;190.374875;0
04/07/2017;13:22:30;166.5697917;0
04/07/2017;13:37:30;160.5551111;0
04/07/2017;13:52:30;157.5912917;0
04/07/2017;14:07:30;151.8090833;0
04/07/2017;14:22:30;167.0362361;0
04/07/2017;14:37:30;199.2179167;0
04/07/2017;14:52:30;213.8316389;0
04/07/2017;15:07:30;214.6221986;0
04/07/2017;15:22:30;216.4050419;0
04/07/2017;15:37:30;210.0854266;0
04/07/2017;15:52:30;203.0473329;0
04/07/2017;16:07:30;205.0901103;0
04/07/2017;16:22:30;202.1482351;0
04/07/2017;16:37:30;157.5452778;0
04/07/2017;16:52:30;172.8106667;0
04/07/2017;17:07:30;170.9652917;0
04/07/2017;17:22:30;164.0579306;0
04/07/2017;17:37:30;161.3730556;0
04/07/2017;17:52:30;163.5374167;0
04/07/2017;18:07:30;174.4030139;0
04/07/2017;18:22:30;187.5941528;0
04/07/2017;18:37:30;202.4801528;0
04/07/2017;18:52:30;205.3122917;0
04/07/2017;19:07:30;182.5909444;0
04/07/2017;19:22:30;156.8424306;0
04/07/2017;19:37:30;154.2446667;0
04/07/2017;19:52:30;177.1916667;0
04/07/2017;20:07:30;190.4995556;0
04/07/2017;20:22:30;181.239375;0
04/07/2017;20:37:30;183.5688889;0
04/07/2017;20:52:30;196.3836528;0
04/07/2017;21:07:30;197.5758889;0
04/07/2017;21:22:30;190.7780278;0
04/07/2017;21:37:30;189.7445139;0
04/07/2017;21:52:30;196.9851389;0
04/07/2017;22:07:30;221.6866528;0
04/07/2017;22:22:30;260.83825;1
04/07/2017;22:37:30;284.6058472;1
04/07/2017;22:52:30;300.549375;1
04/07/2017;23:07:30;324.8482917;1
04/07/2017;23:22:30;351.0387917;1
04/07/2017;23:37:30;369.4590278;1
04/07/2017;23:52:30;373.5628056;1
