date,value
2017-11-01 00:02:30,161.93847271822057
2017-11-01 00:07:30,179.4194540974168
2017-11-01 00:12:30,182.047609196098
2017-11-01 00:17:30,179.24339747488673
2017-11-01 00:22:30,176.54313672530992
2017-11-01 00:27:30,171.68750000000003
2017-11-01 00:32:30,171.66733333333332
2017-11-01 00:37:30,182.64099999999993
2017-11-01 00:42:30,182.8518333333333
2017-11-01 00:47:30,176.45266666666663
2017-11-01 00:52:30,162.08033333333339
2017-11-01 00:57:30,149.39300000000014
2017-11-01 01:02:30,149.65166666666676
2017-11-01 01:07:30,152.87083333333334
2017-11-01 01:12:30,154.06566666666697
2017-11-01 01:17:30,143.6925000000001
2017-11-01 01:22:30,137.87366666666628
2017-11-01 01:27:30,135.19133333333332
2017-11-01 01:32:30,126.99399999999991
2017-11-01 01:37:30,116.67916666666724
2017-11-01 01:42:30,108.60283333333359
2017-11-01 01:47:30,111.24716666666632
2017-11-01 01:52:30,100.4335000000001
2017-11-01 01:57:30,99.0395000000002
2017-11-01 02:02:30,94.53533333333326
2017-11-01 02:07:30,86.81766666666681
2017-11-01 02:12:30,82.68649999999946
2017-11-01 02:17:30,85.3700000000008
2017-11-01 02:22:30,85.64400000000069
2017-11-01 02:27:30,83.75033333333317
2017-11-01 02:32:30,73.8446666666664
2017-11-01 02:37:30,71.22000000000003
2017-11-01 02:42:30,68.09199999999987
2017-11-01 02:47:30,65.54000000000042
2017-11-01 02:52:30,54.153999999999996
2017-11-01 02:57:30,58.41416666666737
2017-11-01 03:02:30,68.88783333333322
2017-11-01 03:07:30,80.7454166666671
2017-11-01 03:12:30,80.83833333333337
2017-11-01 03:17:30,86.34100000000012
2017-11-01 03:22:30,93.03766666666593
2017-11-01 03:27:30,97.15066666666621
2017-11-01 03:32:30,94.73049999999989
2017-11-01 03:37:30,87.23566666666602
2017-11-01 03:42:30,87.18950000000041
2017-11-01 03:47:30,91.63750000000005
2017-11-01 03:52:30,100.1590000000001
2017-11-01 03:57:30,116.12233333333347
2017-11-01 04:02:30,151.87050000000113
2017-11-01 04:07:30,152.18433333333314
2017-11-01 04:12:30,157.465333333334
2017-11-01 04:17:30,169.2669999999996
2017-11-01 04:22:30,167.59249999999952
2017-11-01 04:27:30,177.33616666666603
2017-11-01 04:32:30,181.96000000000026
2017-11-01 04:37:30,175.4681666666661
2017-11-01 04:42:30,173.7060000000015
2017-11-01 04:47:30,166.57183333333387
2017-11-01 04:52:30,155.04449999999906
2017-11-01 04:57:30,166.00033333333204
2017-11-01 05:02:30,189.4645000000005
2017-11-01 05:07:30,190.78450000000066
2017-11-01 05:12:30,198.48933333333161
2017-11-01 05:17:30,195.6838333333344
2017-11-01 05:22:30,184.0119999999988
2017-11-01 05:27:30,171.07633333333342
2017-11-01 05:32:30,182.48399999999992
2017-11-01 05:37:30,177.87699999999995
2017-11-01 05:42:30,173.1165000000001
2017-11-01 05:47:30,167.82783333333327
2017-11-01 05:52:30,166.14033333333327
2017-11-01 05:57:30,159.67999999999938
2017-11-01 06:02:30,177.14133333333302
2017-11-01 06:07:30,188.12499999999773
2017-11-01 06:12:30,194.45716666666704
2017-11-01 06:17:30,184.2800000000002
2017-11-01 06:22:30,160.44366666666656
2017-11-01 06:27:30,143.95716666666658
2017-11-01 06:32:30,129.40199999999868
2017-11-01 06:37:30,127.70549999999957
2017-11-01 06:42:30,122.02533333333213
2017-11-01 06:47:30,116.75266666666585
2017-11-01 06:52:30,120.05949999999984
2017-11-01 06:57:30,122.75299999999879
2017-11-01 07:02:30,126.07233333333261
2017-11-01 07:07:30,120.57583333333287
2017-11-01 07:12:30,108.42649999999958
2017-11-01 07:17:30,114.5283333333341
2017-11-01 07:22:30,110.60016666666615
2017-11-01 07:27:30,99.7893333333327
2017-11-01 07:32:30,87.84133333333511
2017-11-01 07:37:30,91.81466666666711
2017-11-01 07:42:30,94.88749999999845
2017-11-01 07:47:30,97.84749999999985
2017-11-01 07:52:30,80.70000000000027
2017-11-01 07:57:30,90.49766666666619
2017-11-01 08:02:30,86.5088333333324
2017-11-01 08:07:30,99.25766666666777
2017-11-01 08:12:30,100.58299999999781
2017-11-01 08:17:30,99.22133333333568
2017-11-01 08:22:30,96.54366666666465
2017-11-01 08:27:30,98.96000000000004
2017-11-01 08:32:30,98.0061666666652
2017-11-01 08:37:30,90.8740000000007
2017-11-01 08:42:30,88.45466666667016
2017-11-01 08:47:30,94.28633333333437
2017-11-01 08:52:30,75.71900000000187
2017-11-01 08:57:30,73.14233333333505
2017-11-01 09:02:30,74.95683333333363
2017-11-01 09:07:30,79.8169999999991
2017-11-01 09:12:30,81.80216666666547
2017-11-01 09:17:30,69.86949999999706
2017-11-01 09:22:30,69.62449999999899
2017-11-01 09:27:30,65.09533333333275
2017-11-01 09:32:30,65.53316666666615
2017-11-01 09:37:30,75.97266666666746
2017-11-01 09:42:30,72.59499999999844
2017-11-01 09:47:30,78.69166666666752
2017-11-01 09:52:30,75.76066666666793
2017-11-01 09:57:30,121.44083333333037
2017-11-01 10:02:30,141.03733333333366
2017-11-01 10:07:30,141.32916666666733
2017-11-01 10:12:30,133.4034999999967
2017-11-01 10:17:30,133.21966666666594
2017-11-01 10:22:30,133.59899999999834
2017-11-01 10:27:30,138.52266666666856
2017-11-01 10:32:30,141.04066666666586
2017-11-01 10:37:30,136.85200000000077
2017-11-01 10:42:30,134.27916666666897
2017-11-01 10:47:30,126.95700000000124
2017-11-01 10:52:30,119.56249999999818
2017-11-01 10:57:30,129.41966666666667
2017-11-01 11:02:30,128.13966666666784
