date,value
2017-01-01 00:07:30,NaN
2017-01-01 00:22:30,67.11744444444444
2017-01-01 00:37:30,69.40333333333334
2017-01-01 00:52:30,64.09288888888887
2017-01-01 01:07:30,62.372999999999934
2017-01-01 01:22:30,55.69700000000006
2017-01-01 01:37:30,30.546722222222172
2017-01-01 01:52:30,26.544444444444366
2017-01-01 02:07:30,27.374777777777695
2017-01-01 02:22:30,24.104055555555476
2017-01-01 02:37:30,29.668055555555668
2017-01-01 02:52:30,27.79927777777766
2017-01-01 03:07:30,35.726777777777784
2017-01-01 03:22:30,25.32005555555554
2017-01-01 03:37:30,27.176555555555524
2017-01-01 03:52:30,20.976500000000215
2017-01-01 04:07:30,22.47166666666658
2017-01-01 04:22:30,19.6341666666666
2017-01-01 04:37:30,23.95183333333341
2017-01-01 04:52:30,22.44211111111099
2017-01-01 05:07:30,31.05888888888876
2017-01-01 05:22:30,29.72183333333328
2017-01-01 05:37:30,30.511055555555686
2017-01-01 05:52:30,28.982333333333372
2017-01-01 06:07:30,44.31972222222237
2017-01-01 06:22:30,48.09522222222222
2017-01-01 06:37:30,38.06027777777774
2017-01-01 06:52:30,33.88655555555556
2017-01-01 07:07:30,36.145777777777994
2017-01-01 07:22:30,28.623166666666748
2017-01-01 07:37:30,26.366166666666686
2017-01-01 07:52:30,21.278666666667277
2017-01-01 08:07:30,17.53783333333331
2017-01-01 08:22:30,37.702999999999975
2017-01-01 08:37:30,70.81461111111093
2017-01-01 08:52:30,70.49166666666656
2017-01-01 09:07:30,88.17444444444459
2017-01-01 09:22:30,69.72322222222215
2017-01-01 09:37:30,64.29955555555557
2017-01-01 09:52:30,63.1246666666666
2017-01-01 10:07:30,68.61405555555575
2017-01-01 10:22:30,74.3315
2017-01-01 10:37:30,64.56177777777748
2017-01-01 10:52:30,54.197166666667044
2017-01-01 11:07:30,27.57444444444468
2017-01-01 11:22:30,24.284111111111088
2017-01-01 11:37:30,16.85161111111097
2017-01-01 11:52:30,17.43744444444451
2017-01-01 12:07:30,21.68627777777806
2017-01-01 12:22:30,19.46977777777829
2017-01-01 12:37:30,16.476555555555706
2017-01-01 12:52:30,16.539722222222053
2017-01-01 13:07:30,16.35649999999987
2017-01-01 13:22:30,17.212333333332936
2017-01-01 13:37:30,17.465555555555966
2017-01-01 13:52:30,15.981722222222288
2017-01-01 14:07:30,14.85777777777821
2017-01-01 14:22:30,18.059333333333598
