2018-01-02,10:37:30,29.53480555555555,0
2018-01-02,10:52:30,28.97981944444444,0
2018-01-02,11:07:30,29.56359722222221,0
2018-01-02,11:22:30,30.627305555555534,0
2018-01-02,11:37:30,31.66573611111113,0
2018-01-02,11:52:30,32.56090277777781,0
2018-01-02,12:07:30,32.811583333333346,0
2018-01-02,12:22:30,32.580607638888885,0
2018-01-02,12:37:30,31.96619097222225,0
2018-01-02,12:52:30,31.360687499999987,0
2018-01-02,13:07:30,31.359375,0
2018-01-02,13:22:30,32.07676041666667,0
2018-01-02,13:37:30,32.88578124999998,0
2018-01-02,13:52:30,32.75437499999998,0
2018-01-02,14:07:30,32.37824999999998,0
2018-01-02,14:22:30,32.167499999999905,0
2018-01-02,14:37:30,30.435125000000085,0
2018-01-02,14:52:30,27.460416666666674,0
2018-01-02,15:07:30,25.36518055555564,0
2018-01-02,15:22:30,24.224319444444518,0
2018-01-02,15:37:30,23.22719444444453,0
2018-01-02,15:52:30,22.857791666666685,0
2018-01-02,16:07:30,23.07202777777775,0
2018-01-02,16:22:30,22.69034722222227,0
2018-01-02,16:37:30,21.86205555555557,0
2018-01-02,16:52:30,23.07348611111104,0
2018-01-02,17:07:30,27.759291666666627,0
2018-01-02,17:22:30,31.099263888888913,0
2018-01-02,17:37:30,30.24686111111112,0
2018-01-02,17:52:30,29.308972222222227,0
2018-01-02,18:07:30,30.478986111111112,0
2018-01-02,18:22:30,33.05106944444435,0
2018-01-02,18:37:30,34.117013888888785,0
2018-01-02,18:52:30,33.115249999999946,0
2018-01-02,19:07:30,32.14419444444445,0
2018-01-02,19:22:30,31.10886111111108,0
2018-01-02,19:37:30,30.63268055555591,0
2018-01-02,19:52:30,30.521152777777843,0
2018-01-02,20:07:30,29.86480555555545,0
2018-01-02,20:22:30,28.39791666666656,0
2018-01-02,20:37:30,26.300361111110988,0
2018-01-02,20:52:30,26.013361111110953,0
2018-01-02,21:07:30,27.035833333333358,0
2018-01-02,21:22:30,26.256194444444414,0
2018-01-02,21:37:30,24.131208333333458,0
2018-01-02,21:52:30,21.493930555555377,0
2018-01-02,22:07:30,18.696486111111426,0
2018-01-02,22:22:30,17.966611111110982,0
2018-01-02,22:37:30,19.056402777777752,0
2018-01-02,22:52:30,18.932930555555686,0
2018-01-02,23:07:30,16.739527777777766,0
2018-01-02,23:22:30,14.574833333333116,0
2018-01-02,23:37:30,13.701611111111104,0
2018-01-02,23:52:30,13.090375000000222,0
2018-01-03,00:07:30,12.581430555555473,0
2018-01-03,00:22:30,11.815180555555797,0
2018-01-03,00:37:30,10.637583333333168,0
2018-01-03,00:52:30,9.602416666666613,0
2018-01-03,01:07:30,8.812416666666651,0
2018-01-03,01:22:30,8.803638888889056,0
2018-01-03,01:37:30,8.725402777777617,0
2018-01-03,01:52:30,7.951013888888839,0
2018-01-03,02:07:30,7.474319444444518,0
2018-01-03,02:22:30,7.3108888888889405,0
2018-01-03,02:37:30,7.562652777778113,0
2018-01-03,02:52:30,7.8946666666665815,0
2018-01-03,03:07:30,7.559138888889037,0
2018-01-03,03:22:30,7.287652777777794,0
2018-01-03,03:37:30,7.241291666666711,0
2018-01-03,03:52:30,7.129847222222224,0
2018-01-03,04:07:30,6.989708333333282,0
2018-01-03,04:22:30,6.854374999999892,0
2018-01-03,04:37:30,6.801736111111268,0
2018-01-03,04:52:30,6.777847222222135,0
2018-01-03,05:07:30,6.797708333333277,0
2018-01-03,05:22:30,7.332527777777614,0
2018-01-03,05:37:30,8.18623611111093,0
2018-01-03,05:52:30,9.092916666666724,0
2018-01-03,06:07:30,10.414027777777846,0
2018-01-03,06:22:30,12.296583333333276,0
2018-01-03,06:37:30,15.90266666666662,0
2018-01-03,06:52:30,21.140513888888787,0
2018-01-03,07:07:30,26.483319444444533,0
2018-01-03,07:22:30,30.62702083333352,0
2018-01-03,07:37:30,33.23738194444445,0
2018-01-03,07:52:30,35.331357638888896,0
2018-01-03,08:07:30,36.45894444444457,0
2018-01-03,08:22:30,35.131406250000055,0
2018-01-03,08:37:30,30.84347222222209,0
2018-01-03,08:52:30,27.978708333333092,0
2018-01-03,09:07:30,29.713013888888554,0
2018-01-03,09:22:30,30.39449999999988,0
2018-01-03,09:37:30,27.88588888888808,0
2018-01-03,09:52:30,25.98050000000012,0
2018-01-03,10:07:30,25.049472222222448,0
2018-01-03,10:22:30,24.364194444444365,0
2018-01-03,10:37:30,23.633694444444245,0
2018-01-03,10:52:30,23.344722222222124,0
2018-01-03,11:07:30,24.575902777777628,0
2018-01-03,11:22:30,25.19959722222211,0
2018-01-03,11:37:30,24.545138888888694,0
2018-01-03,11:52:30,24.89190277777789,0
2018-01-03,12:07:30,26.355986111111637,0
2018-01-03,12:22:30,27.78780555555613,0
2018-01-03,12:37:30,28.170833333333572,0
