date
01/01/1970
27/03/1970
29/03/1970
28/05/1970
05/10/1970
01/11/1970
01/12/1970
25/04/1970
01/05/1970
10/06/1970
15/08/1970
08/12/1970
25/12/1970
01/01/1971
09/04/1971
11/04/1971
10/06/1971
05/10/1971
01/11/1971
01/12/1971
25/04/1971
01/05/1971
15/08/1971
08/12/1971
25/12/1971
01/01/1972
31/03/1972
02/04/1972
01/06/1972
05/10/1972
01/11/1972
01/12/1972
25/04/1972
01/05/1972
10/06/1972
15/08/1972
08/12/1972
25/12/1972
01/01/1973
20/04/1973
22/04/1973
21/06/1973
05/10/1973
01/11/1973
01/12/1973
25/04/1973
01/05/1973
10/06/1973
15/08/1973
08/12/1973
25/12/1973
01/01/1974
12/04/1974
14/04/1974
13/06/1974
05/10/1974
01/11/1974
01/12/1974
25/04/1974
01/05/1974
10/06/1974
15/08/1974
08/12/1974
25/12/1974
01/01/1975
28/03/1975
30/03/1975
29/05/1975
05/10/1975
01/11/1975
01/12/1975
25/04/1975
01/05/1975
10/06/1975
15/08/1975
08/12/1975
25/12/1975
01/01/1976
16/04/1976
18/04/1976
17/06/1976
05/10/1976
01/11/1976
01/12/1976
25/04/1976
01/05/1976
10/06/1976
15/08/1976
08/12/1976
25/12/1976
01/01/1977
08/04/1977
10/04/1977
09/06/1977
05/10/1977
01/11/1977
01/12/1977
25/04/1977
01/05/1977
10/06/1977
15/08/1977
08/12/1977
25/12/1977
01/01/1978
24/03/1978
26/03/1978
25/05/1978
05/10/1978
01/11/1978
01/12/1978
25/04/1978
01/05/1978
10/06/1978
15/08/1978
08/12/1978
25/12/1978
01/01/1979
13/04/1979
15/04/1979
14/06/1979
05/10/1979
01/11/1979
01/12/1979
25/04/1979
01/05/1979
10/06/1979
15/08/1979
08/12/1979
25/12/1979
01/01/1980
04/04/1980
06/04/1980
05/06/1980
05/10/1980
01/11/1980
01/12/1980
25/04/1980
01/05/1980
10/06/1980
15/08/1980
08/12/1980
25/12/1980
01/01/1981
17/04/1981
19/04/1981
18/06/1981
05/10/1981
01/11/1981
01/12/1981
25/04/1981
01/05/1981
10/06/1981
15/08/1981
08/12/1981
25/12/1981
01/01/1982
09/04/1982
11/04/1982
10/06/1982
05/10/1982
01/11/1982
01/12/1982
25/04/1982
01/05/1982
15/08/1982
08/12/1982
25/12/1982
01/01/1983
01/04/1983
03/04/1983
02/06/1983
05/10/1983
01/11/1983
01/12/1983
25/04/1983
01/05/1983
10/06/1983
15/08/1983
08/12/1983
25/12/1983
01/01/1984
20/04/1984
22/04/1984
21/06/1984
05/10/1984
01/11/1984
01/12/1984
25/04/1984
01/05/1984
10/06/1984
15/08/1984
08/12/1984
25/12/1984
01/01/1985
05/04/1985
07/04/1985
06/06/1985
05/10/1985
01/11/1985
01/12/1985
25/04/1985
01/05/1985
10/06/1985
15/08/1985
08/12/1985
25/12/1985
01/01/1986
28/03/1986
30/03/1986
29/05/1986
05/10/1986
01/11/1986
01/12/1986
25/04/1986
01/05/1986
10/06/1986
15/08/1986
08/12/1986
25/12/1986
01/01/1987
17/04/1987
19/04/1987
18/06/1987
05/10/1987
01/11/1987
01/12/1987
25/04/1987
01/05/1987
10/06/1987
15/08/1987
08/12/1987
25/12/1987
01/01/1988
01/04/1988
03/04/1988
02/06/1988
05/10/1988
01/11/1988
01/12/1988
25/04/1988
01/05/1988
10/06/1988
15/08/1988
08/12/1988
25/12/1988
01/01/1989
24/03/1989
26/03/1989
25/05/1989
05/10/1989
01/11/1989
01/12/1989
25/04/1989
01/05/1989
10/06/1989
15/08/1989
08/12/1989
25/12/1989
01/01/1990
13/04/1990
15/04/1990
14/06/1990
05/10/1990
01/11/1990
01/12/1990
25/04/1990
01/05/1990
10/06/1990
15/08/1990
08/12/1990
25/12/1990
01/01/1991
29/03/1991
31/03/1991
30/05/1991
05/10/1991
01/11/1991
01/12/1991
25/04/1991
01/05/1991
10/06/1991
15/08/1991
08/12/1991
25/12/1991
01/01/1992
17/04/1992
19/04/1992
18/06/1992
05/10/1992
01/11/1992
01/12/1992
25/04/1992
01/05/1992
10/06/1992
15/08/1992
08/12/1992
25/12/1992
01/01/1993
09/04/1993
11/04/1993
10/06/1993
05/10/1993
01/11/1993
01/12/1993
25/04/1993
01/05/1993
15/08/1993
08/12/1993
25/12/1993
01/01/1994
01/04/1994
03/04/1994
02/06/1994
05/10/1994
01/11/1994
01/12/1994
25/04/1994
01/05/1994
10/06/1994
15/08/1994
08/12/1994
25/12/1994
01/01/1995
14/04/1995
16/04/1995
15/06/1995
05/10/1995
01/11/1995
01/12/1995
25/04/1995
01/05/1995
10/06/1995
15/08/1995
08/12/1995
25/12/1995
01/01/1996
05/04/1996
07/04/1996
06/06/1996
05/10/1996
01/11/1996
01/12/1996
25/04/1996
01/05/1996
10/06/1996
15/08/1996
08/12/1996
25/12/1996
01/01/1997
28/03/1997
30/03/1997
29/05/1997
05/10/1997
01/11/1997
01/12/1997
25/04/1997
01/05/1997
10/06/1997
15/08/1997
08/12/1997
25/12/1997
01/01/1998
10/04/1998
12/04/1998
11/06/1998
05/10/1998
01/11/1998
01/12/1998
25/04/1998
01/05/1998
10/06/1998
15/08/1998
08/12/1998
25/12/1998
01/01/1999
02/04/1999
04/04/1999
03/06/1999
05/10/1999
01/11/1999
01/12/1999
25/04/1999
01/05/1999
10/06/1999
15/08/1999
08/12/1999
25/12/1999
01/01/2000
21/04/2000
23/04/2000
22/06/2000
05/10/2000
01/11/2000
01/12/2000
25/04/2000
01/05/2000
10/06/2000
15/08/2000
08/12/2000
25/12/2000
01/01/2001
13/04/2001
15/04/2001
14/06/2001
05/10/2001
01/11/2001
01/12/2001
25/04/2001
01/05/2001
10/06/2001
15/08/2001
08/12/2001
25/12/2001
01/01/2002
29/03/2002
31/03/2002
30/05/2002
05/10/2002
01/11/2002
01/12/2002
25/04/2002
01/05/2002
10/06/2002
15/08/2002
08/12/2002
25/12/2002
01/01/2003
18/04/2003
20/04/2003
19/06/2003
05/10/2003
01/11/2003
01/12/2003
25/04/2003
01/05/2003
10/06/2003
15/08/2003
08/12/2003
25/12/2003
01/01/2004
09/04/2004
11/04/2004
10/06/2004
05/10/2004
01/11/2004
01/12/2004
25/04/2004
01/05/2004
15/08/2004
08/12/2004
25/12/2004
01/01/2005
25/03/2005
27/03/2005
26/05/2005
05/10/2005
01/11/2005
01/12/2005
25/04/2005
01/05/2005
10/06/2005
15/08/2005
08/12/2005
25/12/2005
01/01/2006
14/04/2006
16/04/2006
15/06/2006
05/10/2006
01/11/2006
01/12/2006
25/04/2006
01/05/2006
10/06/2006
15/08/2006
08/12/2006
25/12/2006
01/01/2007
06/04/2007
08/04/2007
07/06/2007
05/10/2007
01/11/2007
01/12/2007
25/04/2007
01/05/2007
10/06/2007
15/08/2007
08/12/2007
25/12/2007
01/01/2008
21/03/2008
23/03/2008
22/05/2008
05/10/2008
01/11/2008
01/12/2008
25/04/2008
01/05/2008
10/06/2008
15/08/2008
08/12/2008
25/12/2008
01/01/2009
10/04/2009
12/04/2009
11/06/2009
05/10/2009
01/11/2009
01/12/2009
25/04/2009
01/05/2009
10/06/2009
15/08/2009
08/12/2009
25/12/2009
01/01/2010
02/04/2010
